,support,itemsets,length,frequency
770,0.000469792351780513,"frozenset({'MELFI', 'GHF'})",2,5
844,0.0001879169407122052,"frozenset({'MELFI', 'CIR'})",2,2
1239,9.39584703561026e-05,"frozenset({'MERLIN', 'CIR'})",2,1
1509,9.39584703561026e-05,"frozenset({'MELFI', 'MSL'})",2,1
