,support,itemsets,length,frequency
99,0.018145161290322582,"frozenset({'PFS', 'Portable Pulmonary Function System'})",2,18
109,0.016129032258064516,"frozenset({'Holter', 'Actiwatch'})",2,16
67,0.008064516129032258,"frozenset({'Actiwatch Spectrum', 'Actiwatch'})",2,8
60,0.008064516129032258,"frozenset({'Ultrasound', 'Ultrasound 2'})",2,8
61,0.004032258064516129,"frozenset({'PFS', 'Ultrasound 2'})",2,4
68,0.004032258064516129,"frozenset({'Holter', 'Actiwatch Spectrum'})",2,4
121,0.004032258064516129,"frozenset({'EPM', 'MARES'})",2,4
100,0.0020161290322580645,"frozenset({'Ultrasound', 'Portable Pulmonary Function System'})",2,2
110,0.0020161290322580645,"frozenset({'PFS', 'Ultrasound'})",2,2
161,0.0020161290322580645,"frozenset({'PFS', 'CBPD'})",2,2
