Year,Proportion
2009,0.03169811320754717
2010,0.03785714285714286
2011,0.02317629179331307
2012,0.026299112801013942
2013,0.033766233766233764
2014,0.043327556325823226
2015,0.05217391304347826
2016,0.06303724928366762
2017,0.06524633821571238
2018,0.06151645207439199
2019,0.061708860759493674
2020,0.06060606060606061
2021,0.056555269922879174
2022,0.07565011820330969
2023,0.0687960687960688
2024,0.0947867298578199
