Year,Proportion
2009,0.0
2010,0.0003544842254519674
2011,0.007951533510034078
2012,0.000631911532385466
2013,0.0
2014,0.0
2015,0.0
2016,0.0014326647564469914
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.022458628841607566
2023,0.022085889570552148
2024,0.04265402843601896
