Year,Proportion
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.014184397163120567
2015,0.007194244604316547
2016,0.002936857562408223
2017,0.004016064257028112
2018,0.002890173410404624
2019,0.012759170653907496
2020,0.011538461538461539
2021,0.00516795865633075
2022,0.011111111111111112
2023,0.009937888198757764
2024,0.012224938875305624
