Year,Proportion
2009,0.0030188679245283017
2010,0.0024813895781637717
2011,0.0015145778114350624
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0013297872340425532
2018,0.01566951566951567
2019,0.03639240506329114
2020,0.013257575757575758
2021,0.008997429305912597
2022,0.001182033096926714
2023,0.006134969325153374
2024,0.0
