Year,Proportion
2009,0.011320754716981131
2010,0.01607142857142857
2011,0.02127659574468085
2012,0.03517110266159696
2013,0.012987012987012988
2014,0.0
2015,0.0
2016,0.01862464183381089
2017,0.006657789613848202
2018,0.02145922746781116
2019,0.015822784810126583
2020,0.022727272727272728
2021,0.002570694087403599
2022,0.0070921985815602835
2023,0.006142506142506142
2024,0.0
