Year,Proportion
2009,0.0011320754716981133
2010,0.0007142857142857143
2011,0.0007598784194528875
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.002663115845539281
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.0
2023,0.0
2024,0.0
