Year,Proportion
2009,0.0060377358490566035
2010,0.012142857142857143
2011,0.010638297872340425
2012,0.012040557667934094
2013,0.033766233766233764
2014,0.038128249566724434
2015,0.02608695652173913
2016,0.014326647564469915
2017,0.009320905459387484
2018,0.004291845493562232
2019,0.0015822784810126582
2020,0.001893939393939394
2021,0.007712082262210797
2022,0.0070921985815602835
2023,0.0012285012285012285
2024,0.002369668246445498
