Year,Proportion
2009,0.011320754716981131
2010,0.004642857142857143
2011,0.010258358662613981
2012,0.0031685678073510772
2013,0.04155844155844156
2014,0.010398613518197574
2015,0.017391304347826087
2016,0.04011461318051576
2017,0.0492676431424767
2018,0.04864091559370529
2019,0.04113924050632911
2020,0.03598484848484849
2021,0.011568123393316195
2022,0.018912529550827423
2023,0.014742014742014743
2024,0.023696682464454975
