Year,Proportion
2009,0.0011664074650077762
2010,0.0007270083605961468
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0057692307692307696
2021,0.0
2022,0.0
2023,0.0
2024,0.0
