Year,Proportion
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0013315579227696406
2018,0.015736766809728183
2019,0.020569620253164556
2020,0.005681818181818182
2021,0.0012853470437017994
2022,0.015366430260047281
2023,0.007371007371007371
2024,0.004739336492890996
