Year,Proportion
2009,0.009811320754716982
2010,0.007857142857142858
2011,0.0121580547112462
2012,0.003485424588086185
2013,0.012987012987012988
2014,0.010398613518197574
2015,0.006956521739130435
2016,0.015759312320916905
2017,0.017310252996005325
2018,0.011444921316165951
2019,0.020569620253164556
2020,0.00946969696969697
2021,0.037275064267352186
2022,0.04728132387706856
2023,0.056511056511056514
2024,0.030805687203791468
