Year,Proportion
2009,0.004665629860031105
2010,0.004362050163576881
2011,0.00351288056206089
2012,0.005996002664890073
2013,0.05
2014,0.0425531914893617
2015,0.030575539568345324
2016,0.01908957415565345
2017,0.024096385542168676
2018,0.02023121387283237
2019,0.046251993620414676
2020,0.05576923076923077
2021,0.04780361757105943
2022,0.04197530864197531
2023,0.0422360248447205
2024,0.04156479217603912
