Year,Proportion
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.004291845493562232
2019,0.056962025316455694
2020,0.04734848484848485
2021,0.008997429305912597
2022,0.08037825059101655
2023,0.051597051597051594
2024,0.12322274881516587
