Year,Proportion
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.01762114537444934
2017,0.0214190093708166
2018,0.03757225433526012
2019,0.0
2020,0.015384615384615385
2021,0.08010335917312661
2022,0.014814814814814815
2023,0.01987577639751553
2024,0.004889975550122249
