Year,Proportion
2009,0.0023328149300155523
2010,0.0003635041802980734
2011,0.00039032006245121
2012,0.000999333777481679
2013,0.0
2014,0.0
2015,0.0
2016,0.0014684287812041115
2017,0.0
2018,0.02601156069364162
2019,0.014354066985645933
2020,0.019230769230769232
2021,0.05426356589147287
2022,0.03827160493827161
2023,0.05093167701863354
2024,0.022004889975550123
