Year,Proportion
2009,0.024883359253499222
2010,0.030897855325336242
2011,0.03981264637002342
2012,0.02698201199200533
2013,0.075
2014,0.10106382978723404
2015,0.03776978417266187
2016,0.06754772393538913
2017,0.058902275769745646
2018,0.06069364161849711
2019,0.0685805422647528
2020,0.10192307692307692
2021,0.09819121447028424
2022,0.06666666666666667
2023,0.06086956521739131
2024,0.09290953545232274
