Year,Proportion
2009,0.009056603773584906
2010,0.008214285714285714
2011,0.005319148936170213
2012,0.0028517110266159697
2013,0.02857142857142857
2014,0.038128249566724434
2015,0.043478260869565216
2016,0.027220630372492838
2017,0.06391478029294274
2018,0.1301859799713877
2019,0.05221518987341772
2020,0.06628787878787878
2021,0.05912596401028278
2022,0.06501182033096926
2023,0.08476658476658476
2024,0.03317535545023697
