Year,Proportion
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.007911392405063292
2020,0.003787878787878788
2021,0.002570694087403599
2022,0.014184397163120567
2023,0.0
2024,0.0
