Year,Proportion
2009,0.06415241057542768
2010,0.03525990548891312
2011,0.03669008587041374
2012,0.04063957361758828
2013,0.06111111111111111
2014,0.17198581560283688
2015,0.16906474820143885
2016,0.12041116005873716
2017,0.14056224899598393
2018,0.11416184971098266
2019,0.21850079744816586
2020,0.1673076923076923
2021,0.1020671834625323
2022,0.09753086419753086
2023,0.0670807453416149
2024,0.09535452322738386
