Pair,NASA Categories,Custom Categories,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
PCRF/SCOF,Biology and Biotechnology/Biology and Biotechnology,Biology/Microscope,0.0008756567425569177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003110419906687403,0.0030441400304414,0.001564945226917058,0.0030959752321981426
FPEF/PCRF,Physical Science/Biology and Biotechnology,Fluids/Biology,0.0008756567425569177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003110419906687403,0.0030441400304414,0.001564945226917058,0.0030959752321981426
IPU/PCRF,Multipurpose/Biology and Biotechnology,Image processing/Biology,0.0008756567425569177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003110419906687403,0.0030441400304414,0.001564945226917058,0.0030959752321981426
FSL/MSG,Physical Science/Multipurpose,Fluids/Glovebox,0.0008756567425569177,0.0,0.0009319664492078285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXPRESS Rack/SAMS-II,Multipurpose/Multipurpose,General science/Physics,0.0008756567425569177,0.0,0.0,0.000778816199376947,0.0,0.0,0.0,0.0,0.0,0.0017064846416382253,0.0,0.0,0.0,0.0,0.0,0.0
MELFI/MWA,Multipurpose/Multipurpose,Refrigeration/Maintenance,0.0008756567425569177,0.003738317757009346,0.0009319664492078285,0.000778816199376947,0.0,0.002320185614849188,0.004545454545454545,0.0,0.0035398230088495575,0.0017064846416382253,0.0,0.0,0.0,0.0,0.0,0.0
MSG/MVIS,Multipurpose/Multipurpose,Glovebox/Vibration isolation,0.0008756567425569177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWA/Ryutai,Multipurpose/Multipurpose,Maintenance/General science,0.0008756567425569177,0.0,0.0027958993476234857,0.0,0.006600660066006601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryutai/SCOF,Multipurpose/Biology and Biotechnology,General science/Microscope,0.0008756567425569177,0.0,0.0,0.0,0.0,0.002320185614849188,0.00909090909090909,0.0,0.0,0.0,0.0019120458891013384,0.0,0.006220839813374806,0.0030441400304414,0.001564945226917058,0.0030959752321981426
IPU/Ryutai,Multipurpose/Multipurpose,Image processing/General science,0.0008756567425569177,0.0,0.001863932898415657,0.004672897196261682,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0019120458891013384,0.0,0.003110419906687403,0.0030441400304414,0.001564945226917058,0.0030959752321981426
EXPRESS Rack/MMD,Multipurpose/Multipurpose,General science/Crew health,0.0008756567425569177,0.0009345794392523365,0.0009319664492078285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Double Coldbag/MERLIN,Multipurpose/Biology and Biotechnology,Refrigeration/Refrigeration,0.0008756567425569177,0.0009345794392523365,0.0009319664492078285,0.0,0.0,0.0,0.0,0.0018726591760299626,0.0,0.0,0.0,0.0022675736961451248,0.0,0.0,0.0,0.0
Double Coldbag/EXPRESS Rack,Multipurpose/Multipurpose,Refrigeration/General science,0.0008756567425569177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGBA/MMD,Biology and Biotechnology/Multipurpose,Biology/Crew health,0.0008756567425569177,0.0009345794392523365,0.0009319664492078285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portable Pulmonary Function System/RC,Human Research/Human Research,Crew health/Centrifuge,0.0008756567425569177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPM/Portable Pulmonary Function System,Human Research/Human Research,Crew health/Crew health,0.0008756567425569177,0.0,0.0009319664492078285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015552099533437014,0.0015220700152207,0.001564945226917058,0.0
Holter/Portable Pulmonary Function System,Human Research/Human Research,Crew health/Crew health,0.0008756567425569177,0.0009345794392523365,0.0009319664492078285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015552099533437014,0.0,0.0,0.0
MELFI/Portable Pulmonary Function System,Multipurpose/Human Research,Refrigeration/Crew health,0.0008756567425569177,0.0009345794392523365,0.0009319664492078285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
