Report Date,Facility
2009,APCF
2010,APCF
2011,APCF
2012,APCF
2013,APCF
2014,APCF
2015,APCF
2016,APCF
2017,APCF
2018,APCF
2019,APCF
2020,APCF
2021,APCF
2022,APCF
2023,APCF
2024,APCF
