Pair,NASA Categories,Custom Categories,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
CB/RC,Multipurpose/Human Research,Glovebox/Centrifuge,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/MARES,Multipurpose/Human Research,General science/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARES/MSG,Human Research/Multipurpose,Crew health/Glovebox,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIR/LMM,Physical Science/Multipurpose,Furnace/Microscope,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch/MSG,Human Research/Multipurpose,Crew health/Glovebox,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARES/MERLIN,Human Research/Biology and Biotechnology,Crew health/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDR/TEPC,Multipurpose/Human Research,General science/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERLIN/TEPC,Biology and Biotechnology/Human Research,Refrigeration/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCBA/TEPC,Human Research/Human Research,Crew health/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/TEPC,Multipurpose/Human Research,General science/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIR/TEPC,Physical Science/Human Research,Furnace/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIR/TEPC,Physical Science/Human Research,Fluids/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELFI/PCRF,Multipurpose/Biology and Biotechnology,Refrigeration/Biology,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSG/PCRF,Multipurpose/Biology and Biotechnology,Glovebox/Biology,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBEF/PCRF,Biology and Biotechnology/Biology and Biotechnology,Centrifuge/Biology,0,2,0,2,0,1,0,2,2,0,0,0,0,0,0,0
CB/ETC,Multipurpose/Multipurpose,Glovebox/Stowage,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB/CIR,Multipurpose/Physical Science,Glovebox/Furnace,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELC/UMS,Earth and Space Science/Human Research,External payloads/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELC/MSG,Earth and Space Science/Multipurpose,External payloads/Glovebox,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPU/MELFI,Multipurpose/Multipurpose,Image processing/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB/IPU,Multipurpose/Multipurpose,Glovebox/Image processing,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIR/IPU,Physical Science/Multipurpose,Fluids/Image processing,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/MWA,Multipurpose/Multipurpose,General science/Maintenance,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0
CBEF/Double Coldbag,Biology and Biotechnology/Multipurpose,Centrifuge/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIR/MWA,Physical Science/Multipurpose,Furnace/Maintenance,0,2,10,6,1,12,12,4,2,0,0,0,0,0,0,0
CIR/FPEF,Physical Science/Physical Science,Furnace/Fluids,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FIR/FPEF,Physical Science/Physical Science,Fluids/Fluids,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIR/FSL,Physical Science/Physical Science,Fluids/Fluids,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPEF/FSL,Physical Science/Physical Science,Fluids/Fluids,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/UMS,Biology and Biotechnology/Human Research,Biology/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/FIR,Biology and Biotechnology/Physical Science,Biology/Fluids,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/Holter,Multipurpose/Human Research,General science/Crew health,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PFS/WORF,Human Research/Earth and Space Science,Crew health/Earth observation,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MSG/WORF,Multipurpose/Earth and Space Science,Glovebox/Earth observation,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPU/WORF,Multipurpose/Earth and Space Science,Image processing/Earth observation,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB/UMS,Multipurpose/Human Research,Glovebox/Crew health,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IPU/UMS,Multipurpose/Human Research,Image processing/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/MERLIN,Human Research/Biology and Biotechnology,Crew health/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/PCBA,Human Research/Human Research,Crew health/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/TEPC,Human Research/Human Research,Crew health/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/PFS,Human Research/Human Research,Crew health/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/Portable Pulmonary Function System,Human Research/Human Research,Crew health/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/MSG,Human Research/Multipurpose,Crew health/Glovebox,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/CBEF,Human Research/Biology and Biotechnology,Crew health/Centrifuge,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/CB,Human Research/Multipurpose,Crew health/Glovebox,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/Holter,Biology and Biotechnology/Human Research,Biology/Crew health,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/MSL,Multipurpose/Physical Science,General science/Furnace,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MELFI/MSL,Multipurpose/Physical Science,Refrigeration/Furnace,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BXF/MSG,Physical Science/Multipurpose,Combustion/Glovebox,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/Holter Monitor 2,Human Research/Human Research,Crew health/Crew health,0,0,14,84,3,0,0,0,0,0,0,0,0,0,0,0
CGBA/Plant Habitat,Biology and Biotechnology/Biology and Biotechnology,Biology/Plant,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch/Actiwatch Spectrum,Human Research/Human Research,Crew health/Crew health,0,0,10,74,0,7,8,6,0,2,2,0,0,0,0,0
EXPRESS Rack/FSL,Multipurpose/Physical Science,General science/Fluids,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/EPM,Human Research/Human Research,Crew health/Crew health,0,0,8,68,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch/Spectrum,Human Research/Multipurpose,Crew health/Biology,0,0,6,4,0,0,0,0,0,0,0,0,2,0,0,0
CGBA/WORF,Biology and Biotechnology/Earth and Space Science,Biology/Earth observation,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HRF-1/Ultrasound 2,Multipurpose/Human Research,Crew health/Crew health,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
MERLIN/PFS,Biology and Biotechnology/Human Research,Refrigeration/Crew health,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MERLIN/Portable Pulmonary Function System,Biology and Biotechnology/Human Research,Refrigeration/Crew health,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MARES/SLAMMD,Human Research/Human Research,Crew health/General science,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LMM/MWA,Multipurpose/Multipurpose,Microscope/Maintenance,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
EPM/MARES,Human Research/Human Research,Crew health/Crew health,0,0,4,8,0,1,4,0,2,0,0,0,0,0,0,0
Ultrasound/Ultrasound 2,Human Research/Human Research,Crew health/Crew health,0,0,4,54,10,1,8,26,12,0,2,2,0,2,4,0
Holter Monitor 2/Ultrasound 2,Human Research/Human Research,Crew health/Crew health,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0
HRF-2/Ultrasound 2,Multipurpose/Human Research,Crew health/Crew health,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch/HRF-2,Human Research/Multipurpose,Crew health/Crew health,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0
ELC/EMCS,Earth and Space Science/Biology and Biotechnology,External payloads/Plant,0,0,4,0,1,0,0,6,0,0,0,0,0,0,0,0
Actiwatch Spectrum/Ultrasound 2,Human Research/Human Research,Crew health/Crew health,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/FSL,Biology and Biotechnology/Physical Science,Biology/Fluids,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/Ultrasound,Human Research/Human Research,Crew health/Crew health,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0
Holter Monitor 2/Ultrasound,Human Research/Human Research,Crew health/Crew health,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0
HRF-1/HRF-2,Multipurpose/Multipurpose,Crew health/Crew health,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0
CB/PFS,Multipurpose/Human Research,Glovebox/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MERLIN/SPHERES,Biology and Biotechnology/Technology Development and Demonstration,Refrigeration/Robotics,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/SPHERES,Multipurpose/Technology Development and Demonstration,General science/Robotics,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
FIR/Ultrasound,Physical Science/Human Research,Fluids/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar/TEPC,Earth and Space Science/Human Research,Astronomy/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MSL/TEPC,Physical Science/Human Research,Furnace/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FSL/Ultrasound 2,Physical Science/Human Research,Fluids/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SLAMMD/Ultrasound 2,Human Research/Human Research,General science/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultrasound 2/WORF,Human Research/Earth and Space Science,Crew health/Earth observation,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/Ultrasound 2,Biology and Biotechnology/Human Research,Biology/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/Ultrasound 2,Multipurpose/Human Research,General science/Crew health,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch/MELFI,Human Research/Multipurpose,Crew health/Refrigeration,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
GASMAP/HRF-2,None/Multipurpose,Crew health/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CIR/WORF,Physical Science/Earth and Space Science,Furnace/Earth observation,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
EDR/EXPRESS Rack,Multipurpose/Multipurpose,General science/General science,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EDR/MSG,Multipurpose/Multipurpose,General science/Glovebox,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/Holter,Human Research/Human Research,Crew health/Crew health,0,0,2,18,1,3,4,6,0,0,0,0,0,0,0,0
MSG/PFS,Multipurpose/Human Research,Glovebox/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LSG/MELFI,Multipurpose/Multipurpose,Glovebox/Refrigeration,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LSG/MWA,Multipurpose/Multipurpose,Glovebox/Maintenance,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EMCS/LSG,Biology and Biotechnology/Multipurpose,Plant/Glovebox,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/FPEF,Multipurpose/Physical Science,General science/Fluids,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MSG/Portable Pulmonary Function System,Multipurpose/Human Research,Glovebox/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant Habitat/WORF,Biology and Biotechnology/Earth and Space Science,Plant/Earth observation,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BXF/Solar,Physical Science/Earth and Space Science,Combustion/Astronomy,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PCBA/RAM,Human Research/Human Research,Crew health/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MELFI/RAM,Multipurpose/Human Research,Refrigeration/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CB/MWA,Multipurpose/Multipurpose,Glovebox/Maintenance,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ELC/Plant Habitat,Earth and Space Science/Biology and Biotechnology,External payloads/Plant,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ELC/WORF,Earth and Space Science/Earth and Space Science,External payloads/Earth observation,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
MSL/PFS,Physical Science/Human Research,Furnace/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Holter/MSL,Human Research/Physical Science,Crew health/Furnace,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MSRR-1/PFS,Physical Science/Human Research,Materials/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Holter/MSRR-1,Human Research/Physical Science,Crew health/Materials,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/ELC,Biology and Biotechnology/Earth and Space Science,Biology/External payloads,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ELC/FPEF,Earth and Space Science/Physical Science,External payloads/Fluids,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/EPM,Biology and Biotechnology/Human Research,Biology/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EDR/MERLIN,Multipurpose/Biology and Biotechnology,General science/Refrigeration,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EPM/EXPRESS Rack,Human Research/Multipurpose,Crew health/General science,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CB/ELC,Multipurpose/Earth and Space Science,Glovebox/External payloads,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/RC,Multipurpose/Human Research,General science/Centrifuge,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
MELFI/UMS,Multipurpose/Human Research,Refrigeration/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/MSRR-1,Multipurpose/Physical Science,General science/Materials,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Holter Monitor 2/Spectrum,Human Research/Multipurpose,Crew health/Biology,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
HRF-1/SLAMMD,Multipurpose/Human Research,Crew health/General science,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,2
SLAMMD/WORF,Human Research/Earth and Space Science,General science/Earth observation,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HRF-2/Spectrum,Multipurpose/Multipurpose,Crew health/Biology,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FSL/SLAMMD,Physical Science/Human Research,Fluids/General science,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FSL/WORF,Physical Science/Earth and Space Science,Fluids/Earth observation,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FSL/MERLIN,Physical Science/Biology and Biotechnology,Fluids/Refrigeration,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FSL/MELFI,Physical Science/Multipurpose,Fluids/Refrigeration,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquatic Habitat/MELFI,Biology and Biotechnology/Multipurpose,Biology/Refrigeration,0,0,0,30,0,1,2,0,0,0,0,0,0,0,0,0
MELFI/SALI,Multipurpose/Biology and Biotechnology,Refrigeration/Incubator,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0
CB/GHF,Multipurpose/None,Glovebox/Furnace,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
GHF/MELFI,None/Multipurpose,Furnace/Refrigeration,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Aquatic Habitat/MSPR,Biology and Biotechnology/Multipurpose,Biology/General science,0,0,0,10,3,10,2,0,0,0,0,0,0,0,0,0
CBEF/MSPR,Biology and Biotechnology/Multipurpose,Centrifuge/General science,0,0,0,10,0,10,2,6,0,0,0,0,0,0,0,0
IPU/MSPR,Multipurpose/Multipurpose,Image processing/General science,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0
KFT/MSPR,Biology and Biotechnology/Multipurpose,Glovebox/General science,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/NanoRacks Plate Reader,Multipurpose/Multipurpose,General science/Biology,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
MSPR/Ryutai,Multipurpose/Multipurpose,General science/General science,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Holter/Spectrum,Human Research/Multipurpose,Crew health/Biology,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
MWA/RC,Multipurpose/Human Research,Maintenance/Centrifuge,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0
EPM/Ultrasound 2,Human Research/Human Research,Crew health/Crew health,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
MWA/SPHERES,Multipurpose/Technology Development and Demonstration,Maintenance/Robotics,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
MELFI/MSPR,Multipurpose/Multipurpose,Refrigeration/General science,0,0,0,4,0,7,2,0,0,0,0,0,0,0,0,0
ELC/ELITE-S2,Earth and Space Science/Human Research,External payloads/Human research,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/HRF-1,Human Research/Multipurpose,Crew health/Crew health,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ELITE-S2/EXPRESS Rack,Human Research/Multipurpose,Human research/General science,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
HRF-1/Holter Monitor 2,Multipurpose/Human Research,Crew health/Crew health,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FPEF/MSPR,Physical Science/Multipurpose,Fluids/General science,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HRF-2/MWA,Multipurpose/Multipurpose,Crew health/Maintenance,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/CIR,Human Research/Physical Science,Crew health/Furnace,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/WORF,Human Research/Earth and Space Science,Crew health/Earth observation,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/Polar,Multipurpose/Multipurpose,General science/Refrigeration,0,0,0,2,0,0,4,6,0,0,2,2,2,0,0,0
IPU/Saibo,Multipurpose/Multipurpose,Image processing/Biology,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0
MWA/PFS,Multipurpose/Human Research,Maintenance/Crew health,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EMCS/SAMS-II,Biology and Biotechnology/Multipurpose,Plant/Physics,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EMCS/GLACIER,Biology and Biotechnology/Multipurpose,Plant/Refrigeration,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/Holter Monitor 2,Multipurpose/Human Research,General science/Crew health,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/EXPRESS Rack,Human Research/Multipurpose,Crew health/General science,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/MELFI,Human Research/Multipurpose,Crew health/Refrigeration,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DECLIC/MSG,Physical Science/Multipurpose,Fluids/Glovebox,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DECLIC/ELC,Physical Science/Earth and Space Science,Fluids/External payloads,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/Ultrasound,Multipurpose/Human Research,General science/Crew health,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MSG/MWA,Multipurpose/Multipurpose,Glovebox/Maintenance,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/Spectrum,Human Research/Multipurpose,Crew health/Biology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NanoRacks Plate Reader/Polar,Multipurpose/Multipurpose,Biology/Refrigeration,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MWA/Solar,Multipurpose/Earth and Space Science,Maintenance/Astronomy,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CB/KFT,Multipurpose/Biology and Biotechnology,Glovebox/Glovebox,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GHF/KFT,None/Biology and Biotechnology,Furnace/Glovebox,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bioculture System/CB,Biology and Biotechnology/Multipurpose,Biology/Glovebox,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0
Bioculture System/MELFI,Biology and Biotechnology/Multipurpose,Biology/Refrigeration,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0
GN2/MSPR,Multipurpose/Multipurpose,General science/General science,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0
ABRS/MDS,Biology and Biotechnology/Biology and Biotechnology,Plant/Biology,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CB/NanoRacks Platforms,Multipurpose/Multipurpose,Glovebox/General science,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BRIC/EXPRESS Rack,Biology and Biotechnology/Multipurpose,Biology/General science,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
ISERV/WORF,Earth and Space Science/Earth and Space Science,Earth observation/Earth observation,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
NanoRacks CubeSat Deployer/RC,Multipurpose/Human Research,Satellite deployer/Centrifuge,0,0,0,0,0,22,2,24,2,6,8,20,8,18,12,6
EDR/EML,Multipurpose/Physical Science,General science/Levitation,0,0,0,0,0,7,0,2,4,2,0,0,0,8,6,6
CGBA/GLACIER,Biology and Biotechnology/Multipurpose,Biology/Refrigeration,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
BioLab/EMCS,Multipurpose/Biology and Biotechnology,Biology/Plant,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
BRIC/MELFI,Biology and Biotechnology/Multipurpose,Biology/Refrigeration,0,0,0,0,0,6,4,4,0,0,0,0,0,0,2,2
MSPR/MWA,Multipurpose/Multipurpose,General science/Maintenance,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
BioLab/MWA,Multipurpose/Multipurpose,Biology/Maintenance,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MSG/Rodent Research,Multipurpose/Biology and Biotechnology,Glovebox/Biology,0,0,0,0,0,3,16,22,22,12,0,0,0,2,0,0
EXPRESS Rack/Rodent Research,Multipurpose/Biology and Biotechnology,General science/Biology,0,0,0,0,0,3,0,2,4,0,0,0,0,0,0,0
ELC/SCAN Testbed,Earth and Space Science/Technology Development and Demonstration,External payloads/Communication,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KFT/MWA,Biology and Biotechnology/Multipurpose,Glovebox/Maintenance,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
MELFI/Polar,Multipurpose/Multipurpose,Refrigeration/Refrigeration,0,0,0,0,0,1,2,2,4,4,4,2,0,0,4,0
Bone Densitometer/EXPRESS Rack,Biology and Biotechnology/Multipurpose,Crew health/General science,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Biotube/CGBA,Biology and Biotechnology/Biology and Biotechnology,Plant/Biology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bone Densitometer/ELC,Biology and Biotechnology/Earth and Space Science,Crew health/External payloads,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bone Densitometer/Rodent Research,Biology and Biotechnology/Biology and Biotechnology,Crew health/Biology,0,0,0,0,0,1,14,4,10,4,2,4,0,0,0,0
MELFI/Veggie,Multipurpose/Biology and Biotechnology,Refrigeration/Plant,0,0,0,0,0,1,4,8,12,4,0,0,0,0,0,0
ELC/SPHERES,Earth and Space Science/Technology Development and Demonstration,External payloads/Robotics,0,0,0,0,0,1,2,6,6,2,0,0,0,0,0,0
FIR/MWA,Physical Science/Multipurpose,Fluids/Maintenance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aquatic Habitat/MWA,Biology and Biotechnology/Multipurpose,Biology/Maintenance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aquatic Habitat/IPU,Biology and Biotechnology/Multipurpose,Biology/Image processing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MELFI/Rodent Research,Multipurpose/Biology and Biotechnology,Refrigeration/Biology,0,0,0,0,0,0,12,2,6,24,2,0,0,0,0,0
Aquatic Habitat/CBEF,Biology and Biotechnology/Biology and Biotechnology,Biology/Centrifuge,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
MWA/Veggie,Multipurpose/Biology and Biotechnology,Maintenance/Plant,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0
MSPR/MSPR-2,Multipurpose/Multipurpose,General science/General science,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ABRS/Veggie,Biology and Biotechnology/Biology and Biotechnology,Plant/Plant,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0
GLACIER/MWA,Multipurpose/Multipurpose,Refrigeration/Maintenance,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
GLACIER/Veggie,Multipurpose/Biology and Biotechnology,Refrigeration/Plant,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ABRS/GLACIER,Biology and Biotechnology/Multipurpose,Plant/Refrigeration,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Bone Densitometer/MELFI,Biology and Biotechnology/Multipurpose,Crew health/Refrigeration,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
LMM/Veggie,Multipurpose/Biology and Biotechnology,Microscope/Plant,0,0,0,0,0,0,4,0,2,4,0,0,0,0,0,0
PFS/Ultrasound 2,Human Research/Human Research,Crew health/Crew health,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
Bone Densitometer/MSG,Biology and Biotechnology/Multipurpose,Crew health/Glovebox,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0
BRIC/CGBA,Biology and Biotechnology/Biology and Biotechnology,Biology/Biology,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
GLACIER/Polar,Multipurpose/Multipurpose,Refrigeration/Refrigeration,0,0,0,0,0,0,2,0,4,0,4,0,2,0,0,0
