Pair,NASA Categories,Custom Categories,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Glovebox Freezer/Rodent Research,Multipurpose/Biology and Biotechnology,Refrigeration/Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MSPR/TELLAS,Multipurpose/Multipurpose,General science/Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
ELF/EML,Physical Science/Physical Science,Furnace/Levitation,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Kubik/MERLIN,Multipurpose/Biology and Biotechnology,Incubator/Refrigeration,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Actiwatch/Bio-Monitor,Human Research/Human Research,Crew health/Crew health,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ELC/Rodent Research,Earth and Space Science/Biology and Biotechnology,External payloads/Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
KERMIT/SABL,Multipurpose/Biology and Biotechnology,Microscope/Incubator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
BRIC/MERLIN,Biology and Biotechnology/Biology and Biotechnology,Biology/Refrigeration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
BFF/Iceberg,Biology and Biotechnology/Multipurpose,Biology/Refrigeration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
MERLIN/SCOF,Biology and Biotechnology/Biology and Biotechnology,Refrigeration/Microscope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ELF/MSPR-2,Physical Science/Multipurpose,Furnace/General science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
BioServe Centrifuge/LSG,Multipurpose/Multipurpose,Centrifuge/Glovebox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CB/CBEF-L,Multipurpose/Biology and Biotechnology,Glovebox/Centrifuge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GN2/Solar,Multipurpose/Earth and Space Science,General science/Astronomy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
EXPRESS Rack/KERMIT,Multipurpose/Multipurpose,General science/Microscope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CB/IPU2,Multipurpose/Multipurpose,Glovebox/Image processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
EXPRESS Rack/SALI,Multipurpose/Biology and Biotechnology,General science/Incubator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
BFF/MELFI,Biology and Biotechnology/Multipurpose,Biology/Refrigeration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
IPU2/Saibo,Multipurpose/Multipurpose,Image processing/Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
EDR/EDR-2,Multipurpose/Multipurpose,General science/General science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CB/Nanoracks Airlock,Multipurpose/Multipurpose,Glovebox/External payloads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CIR/Plant Habitat,Physical Science/Biology and Biotechnology,Furnace/Plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Astrobee/ELC,Technology Development and Demonstration/Earth and Space Science,Robotics/External payloads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
HPA/Plant Habitat,Human Research/Biology and Biotechnology,Human research/Plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
