,support,itemsets,length,frequency
108,0.026234567901234566,"frozenset({'CIR', 'SoFIE'})",2,34
111,0.015432098765432098,"frozenset({'CBEF', 'CBEF-L'})",2,20
109,0.013888888888888888,"frozenset({'RC', 'NanoRacks CubeSat Deployer'})",2,18
92,0.012345679012345678,"frozenset({'EXPRESS Rack', 'Plant Habitat'})",2,16
133,0.010802469135802469,"frozenset({'CBEF', 'CB'})",2,14
134,0.010802469135802469,"frozenset({'CBEF', 'Saibo'})",2,14
135,0.010802469135802469,"frozenset({'CB', 'Saibo'})",2,14
117,0.009259259259259259,"frozenset({'MSPR', 'ELF'})",2,12
114,0.007716049382716049,"frozenset({'ALTEA', 'LIDAL'})",2,10
137,0.006172839506172839,"frozenset({'EDR', 'EML'})",2,8
122,0.004629629629629629,"frozenset({'ELC', 'EXPRESS Rack'})",2,6
124,0.004629629629629629,"frozenset({'MELFI', 'SABL'})",2,6
115,0.004629629629629629,"frozenset({'SABL', 'MSG'})",2,6
155,0.0030864197530864196,"frozenset({'Ryutai', 'FPEF'})",2,4
97,0.0030864197530864196,"frozenset({'LSG', 'SABL'})",2,4
169,0.0030864197530864196,"frozenset({'EXPRESS Rack', 'Iceberg'})",2,4
153,0.0030864197530864196,"frozenset({'IPU', 'FPEF'})",2,4
148,0.0030864197530864196,"frozenset({'IPU', 'SCOF'})",2,4
154,0.0030864197530864196,"frozenset({'PCRF', 'FPEF'})",2,4
156,0.0030864197530864196,"frozenset({'SCOF', 'FPEF'})",2,4
146,0.0030864197530864196,"frozenset({'PCRF', 'IPU'})",2,4
144,0.0030864197530864196,"frozenset({'PCRF', 'SCOF'})",2,4
120,0.0030864197530864196,"frozenset({'CBPD', 'EPM'})",2,4
118,0.0030864197530864196,"frozenset({'MMD', 'Rodent Research'})",2,4
142,0.0030864197530864196,"frozenset({'Ryutai', 'SCOF'})",2,4
143,0.0030864197530864196,"frozenset({'PCRF', 'Ryutai'})",2,4
147,0.0030864197530864196,"frozenset({'IPU', 'Ryutai'})",2,4
116,0.0015432098765432098,"frozenset({'EML', 'ELF'})",2,2
123,0.0015432098765432098,"frozenset({'ELC', 'Rodent Research'})",2,2
119,0.0015432098765432098,"frozenset({'MELFI', 'MVP'})",2,2
93,0.0015432098765432098,"frozenset({'Rodent Research', 'MSG'})",2,2
121,0.0015432098765432098,"frozenset({'Kubik', 'MERLIN'})",2,2
91,0.0015432098765432098,"frozenset({'Bio-Monitor', 'Actiwatch'})",2,2
128,0.0015432098765432098,"frozenset({'RAM', 'ELC'})",2,2
90,0.0015432098765432098,"frozenset({'EXPRESS Rack', 'TangoLab-2'})",2,2
125,0.0015432098765432098,"frozenset({'MELFI', 'MSG'})",2,2
126,0.0015432098765432098,"frozenset({'MELFI', 'Plant Habitat'})",2,2
129,0.0015432098765432098,"frozenset({'EPM', 'Portable Pulmonary Function System'})",2,2
130,0.0015432098765432098,"frozenset({'Portable Pulmonary Function System', 'PFS'})",2,2
95,0.0015432098765432098,"frozenset({'LSG', 'Rodent Research'})",2,2
101,0.0015432098765432098,"frozenset({'Glovebox Freezer', 'MSG'})",2,2
96,0.0015432098765432098,"frozenset({'LSG', 'MSG'})",2,2
113,0.0015432098765432098,"frozenset({'Ultrasound 2', 'Ultrasound'})",2,2
112,0.0015432098765432098,"frozenset({'MSPR', 'TELLAS'})",2,2
110,0.0015432098765432098,"frozenset({'Faraday Research', 'EXPRESS Rack'})",2,2
99,0.0015432098765432098,"frozenset({'Glovebox Freezer', 'LSG'})",2,2
100,0.0015432098765432098,"frozenset({'Glovebox Freezer', 'Rodent Research'})",2,2
107,0.0015432098765432098,"frozenset({'RC', 'Solar'})",2,2
106,0.0015432098765432098,"frozenset({'Confocal Microscope', 'CBEF-L'})",2,2
94,0.0015432098765432098,"frozenset({'PFMI', 'MSG'})",2,2
168,0.0015432098765432098,"frozenset({'Holter', 'Ultrasound'})",2,2
138,0.0015432098765432098,"frozenset({'IPU2', 'CBEF-L'})",2,2
139,0.0015432098765432098,"frozenset({'CBEF', 'IPU2'})",2,2
141,0.0015432098765432098,"frozenset({'EPM', 'GN2'})",2,2
131,0.0015432098765432098,"frozenset({'EPM', 'PFS'})",2,2
