Year,Proportion
2009,0.004665629860031105
2010,0.004362050163576881
2011,0.00351288056206089
2012,0.005996002664890073
2013,0.05
2014,0.04609929078014184
2015,0.030575539568345324
2016,0.027900146842878122
2017,0.03480589022757698
2018,0.057803468208092484
2019,0.07177033492822966
2020,0.07692307692307693
2021,0.09948320413436693
2022,0.05925925925925926
2023,0.058385093167701865
2024,0.044009779951100246
