Year,Proportion
2009,0.07547169811320754
2010,0.05459057071960298
2011,0.048845134418780765
2012,0.04296998420221169
2013,0.085995085995086
2014,0.20068027210884354
2015,0.23478260869565218
2016,0.17335243553008595
2017,0.2553191489361702
2018,0.2621082621082621
2019,0.24841772151898733
2020,0.2294776119402985
2021,0.21079691516709512
2022,0.18581907090464547
2023,0.1466992665036675
2024,0.1053864168618267
