Year,Proportion
2009,0.046037735849056606
2010,0.059907834101382486
2011,0.07118515713744794
2012,0.031279620853080566
2013,0.10565110565110565
2014,0.15476190476190477
2015,0.06608695652173913
2016,0.09025787965616046
2017,0.1023936170212766
2018,0.10968660968660969
2019,0.12183544303797468
2020,0.15671641791044777
2021,0.18508997429305912
2022,0.13814180929095354
2023,0.1466992665036675
2024,0.17330210772833723
