Year,Proportion
2009,0.22867924528301886
2010,0.18785714285714286
2011,0.18199088145896655
2012,0.2997465145754119
2013,0.2805194805194805
2014,0.15077989601386482
2015,0.22260869565217392
2016,0.24355300859598855
2017,0.11051930758988016
2018,0.04721030042918455
2019,0.0680379746835443
2020,0.06818181818181818
2021,0.09640102827763496
2022,0.10520094562647754
2023,0.12407862407862408
2024,0.09004739336492891
